"User-ID;""Location"";""Age"""
"43787;""lower sackville", nova scotia," canada"";NULL"
"43791;""tacoma", washington," usa"";""18"""
"43795;""siegburg", nordrhein-westfalen," germany"";""32"""
"43799;""embrun", ontario," canada"";""26"""
"43803;""hartford", new york," usa"";""51"""
"43807;""sambro", nova scotia," canada"";""32"""
"43812;""norcross", georgia," usa"";""27"""
"43816;""pasadena", california," usa"";NULL"
"43820;""quispamsis", new brunswick," canada"";""23"""
"43824;""helsinki", uusimaa," finland"";""23"""
"43828;""pasadena", texas," usa"";NULL"
"43832;""st. paul", minnesota," usa"";NULL"
"43836;""los angeles", california," usa"";""31"""
"43840;""athens", georgia," usa"";""28"""
"43845;""oakland", california," usa"";NULL"
"43849;""köln", nordrhein-westfalen," germany"";""29"""
"43853;""evanston", illinois," usa"";NULL"
"43857;""southbury", connecticut," usa"";""27"""
"43861;""denver", colorado," usa"";NULL"
"43865;""manukau", auckland," new zealand"";""16"""
"43869;""seattle", washington," usa"";NULL"
"43873;""pepinster", liege,";43"""
"43877;""philadelphia", pennsylvania," usa"";NULL"
"43881;""chapel hill", north carolina," usa"";NULL"
"43885;""regina", saskatchewan," canada"";""46"""
"43889;""lawrenceville", georgia," usa"";""17"""
"43893;""federal way", washington," usa"";NULL"
"43897;""san diego", california," usa"";NULL"
"43901;""falls church", virginia," usa"";NULL"
"43905;""philadelphia", pennsylvania," usa"";NULL"
"43909;""singapore", n/a," singapore"";""27"""
"43913;""north vancouver", british columbia," canada"";NULL"
"43917;""vancouver", british columbia," canada"";NULL"
"43921;""zweibrücken", rheinland-pfalz," germany"";NULL"
"43925;""carthage", missouri," usa"";""48"""
"43929;""petoskey", michigan," usa"";NULL"
"43933;""falls church", virginia," usa"";NULL"
"43937;""austin", texas," usa"";NULL"
"43941;""modesto", ,";NULL
43942"";""kaysville", utah," usa"";""32"""
"43946;""barcelona", cataluña," spain"";""43"""
"43950;""ann arbor", michigan," usa"";""37"""
"43954;""palmdale", california," usa"";NULL"
"43958;""jersey", new jersey," usa"";""39"""
"43962;""renmark", south australia," australia"";""23"""
"43966;""bozman", maryland," usa"";""48"""
"43970;""salmon arm", british columbia," canada"";NULL"
"43974;""perth", western australia," australia"";""45"""
"43978;""brookhaven", pennsylvania," usa"";""44"""
"43982;""quezon", n/a," philippines"";""25"""
"43986;""lafayette", california," usa"";NULL"
"43990;""pflugerville", texas," usa"";""49"""
"43994;""lafayette", new york," usa"";""28"""
"43998;""kelseyville", california," usa"";NULL"
"44002;""houston", texas," usa"";NULL"
"44006;""pfaffenhofen an der ilm", south bavaria," germany"";NULL"
"44010;""winnipeg", manitoba," canada"";""24"""
"44014;""chester", cheshire," united kingdom"";NULL"
"44018;""victoria", british columbia," canada"";NULL"
"44022;""prince george", british columbia," canada"";""19"""
"44026;""poulsbo", washington," usa"";""48"""
"44030;""powell river", british columbia," canada"";NULL"
"44034;""oak grove", missouri," usa"";""32"""
"44038;""taipei", n/a," taiwan"";NULL"
"44042;""fairbanks", alaska," usa"";NULL"
"44046;""sacramento", california," usa"";""36"""
"44050;""paris", ile de france," france"";NULL"
"44054;""paris", n/a," france"";""31"""
"44058;""london", gl," united kingdom"";NULL"
"44062;""london", hainault," united kingdom"";NULL"
"44066;""charleston", south carolina," usa"";""48"""
"44070;""plymouth", massachusetts," usa"";NULL"
"44074;""lingfield", england," united kingdom"";""38"""
"44078;""doylestown", pennsylvania," usa"";""78"""
"44083;""saskatoon", saskatchewan," canada"";""34"""
"44087;""virginia beach", virginia," usa"";""6"""
"44092;""santander", cantabria," spain"";""29"""
"44096;""linz", n/a," austria"";NULL"
"44100;""winchester", massachusetts," usa"";NULL"
"44104;""darwen", england," united kingdom"";""19"""
"44108;""helsinki", n/a," finland"";""31"""
"44112;""st. paul", minnesota," usa"";""38"""
"44117;""barcelona", trentino alto adige," spain"";""31"""
"44121;""bw", new jersey," usa"";""16"""
"44125;""austin", texas," usa"";""56"""
"44129;""london", england," united kingdom"";""27"""
"44133;""madrid", maine," spain"";""27"""
"44137;""augusta", georgia," usa"";NULL"
"44141;""isle of man", n/a," united kingdom"";""63"""
"44145;""swidnica", lower silesia," poland"";""15"""
"44149;""chaigley", england," united kingdom"";NULL"
"44153;""houston", texas," usa"";""68"""
"44157;""roma", lazio,";NULL
44158"";""glenside", pennsylvania," usa"";NULL"
"44162;""rome", lazio," italy"";""45"""
"44166;""seoul", n/a," south korea"";""36"""
"44170;""yarmouth", nova scotia," canada"";NULL"
"44174;""porto alegre", rio grande do sul," brazil"";""27"""
"44178;""washington", illinois," usa"";""39"""
"44182;""boston", massachusetts," usa"";NULL"
"44186;""karlstad", värmland," sweden"";NULL"
"44190;""mt. crawford", virginia," usa"";""50"""
"44194;""kent", washington," usa"";NULL"
"44198;""cambridge", massachusetts," usa"";NULL"
"44202;""schifferstadt", n/a," germany"";""31"""
"44206;""berlin", berlin," germany"";NULL"
"44210;""lyon", france," france"";""21"""
"44214;""london", england," united kingdom"";NULL"
"44218;""forano", lazio," italy"";""16"""
"44222;""istanbul", turkey," turkey"";""32"""
"44226;""winsen", niedersachsen," germany"";NULL"
"44230;""manchester", england," united kingdom"";NULL"
"44234;""swindon", england," united kingdom"";NULL"
"44239;""new york", new york," usa"";""20"""
"44243;""ourense", n/a," spain"";""30"""
"44247;""sevilla", sevilla," spain"";""34"""
"44251;""fairview", new jersey," usa"";""28"""
"44255;""potsdamm", brandenburg," germany"";NULL"
"44259;""san diego", california," usa"";NULL"
"44263;""berlin", n/a," germany"";NULL"
"44267;""clinton township", michigan," usa"";NULL"
"44271;""medina", ohio," usa"";NULL"
"44275;""mississauga", ontario," canada"";""25"""
"44279;""london", middlesex," united kingdom"";""24"""
"44283;""edinburg", texas," usa"";""36"""
"44287;""laughlin", nevada," usa"";""50"""
"44291;""minneapolis", minnesota," usa"";NULL"
"44295;""salt lake city", utah," usa"";""33"""
"44299;""manhattan", new york," usa"";NULL"
"44303;""korbach", hessen," germany"";NULL"
"44307;""rockford", illinois," usa"";NULL"
"44311;""toronto", ontario," canada"";""33"""
"44315;""leicester", england," united kingdom"";""47"""
"44319;""sydney", nsw," australia"";NULL"
"44324;""zogno - bergamo", lombardia," italy"";""32"""
"44328;""countryside", illinois," usa"";""57"""
"44332;""faro", algarve," portugal"";""64"""
"44336;""greenland", new hampshire," usa"";""65"""
"44340;""albertobn", gauteng," south africa"";NULL"
"44344;""allston", massachusetts," usa"";""22"""
"44348;""quezon city", n/a," philippines"";""45"""
"44352;""london", england," united kingdom"";""28"""
"44356;""lemon grove", california," usa"";""71"""
"44360;""göttingen", niedersachsen," germany"";""34"""
"44364;""cologne", ,";24"""
"44368;""independence", minnesota," usa"";""63"""
"44372;""blackpool", england," united kingdom"";NULL"
"44376;""essex", connecticut," usa"";NULL"
"44380;""hamilton", ontario," canada"";""24"""
"44384;""gainesville", florida," usa"";NULL"
"44388;""portland", oregon," usa"";NULL"
"44392;""weston", florida," usa"";""65"""
"44396;""hoskinston", kentucky," usa"";""24"""
"44400;""lancaster", california," usa"";""39"""
"44404;""huntington", new york," usa"";NULL"
"44408;""nelson bay", new south wales," australia"";NULL"
"44412;""solna", stockholm," sweden"";NULL"
"44416;""snellville", georgia," usa"";NULL"
"44420;""heidelberg", baden-württemberg," germany"";""23"""
"44424;""kangar",, perlis," malaysia"";""20"""
"44428;""san diego", california," usa"";NULL"
"44432;""albion", michigan," usa"";NULL"
"44436;""torpedo", cartilla," spain"";""33"""
"44441;""oceanside", california," usa"";""41"""
"44445;""new york", new york," usa"";NULL"
"44449;""laval", quebec," canada"";NULL"
"44453;""salamanca", n/a," spain"";""23"""
"44457;""aptos", california," usa"";NULL"
"44461;""las vegas", nevada," usa"";""48"""
"44465;""hurricane", west virginia," usa"";NULL"
"44469;""torino", piemonte," italy"";NULL"
"44473;""eastbourne", england," united kingdom"";""31"""
"44477;""winnipeg", manitoba," canada"";NULL"
"44481;""macedonia", ohio," usa"";NULL"
"44485;""lake zurich", illinois," usa"";""46"""
"44489;""edmonton", alberta," canada"";""41"""
"44493;""toronto", ontario," canada"";""35"""
"44497;""barcelona", barcelona," spain"";""29"""
"44501;""medford", new york," usa"";""31"""
"44505;""williams", arizona," usa"";NULL"
"44509;""detroit", michigan," usa"";""23"""
"44513;""groveland", california," usa"";""58"""
"44517;""east brunswick", new jersey," usa"";NULL"
"44521;""madrid", madrid," spain"";""24"""
"44525;""henderson", kentucky," usa"";""25"""
"44529;""willimantic", connecticut," usa"";""57"""
"44533;""lake forest park", washington," usa"";NULL"
"44537;""edison", new jersey," usa"";NULL"
"44541;""friedberg", hessen," germany"";NULL"
"44545;""olathe", kansas," usa"";NULL"
"44549;""charleston", south carolina," usa"";NULL"
"44553;""pelham", alabama," usa"";NULL"
"44557;""southampton", england," united kingdom"";""23"""
"44561;""brisbane", queensland," australia"";""55"""
"44565;""denver city", texas," usa"";""43"""
"44569;""red oak", texas," usa"";""26"""
"44573;""christchurch", canterbury," new zealand"";""42"""
"44577;""christchurch", canterbury,";NULL
44578"";""christchurch", canterbury," new zealand"";""65"""
"44582;""mercer island", washington," usa"";NULL"
"44586;""arvada", colorado," usa"";NULL"
"44590;""dripping springs", ," usa"";""30"""
"44594;""surrey", british columbia," canada"";""27"""
"44598;""london", ontario," canada"";""25"""
"44602;""conflans ste honorine", n/a," france"";NULL"
"44606;""casalecchio di reno (bo)", emilia romagna," italy"";NULL"
"44610;""ventura", california," usa"";NULL"
"44614;""cordoba", cordoba," argentina"";""21"""
"44618;""roanoke", virginia," usa"";NULL"
"44622;""cavite", cavite," philippines"";NULL"
"44626;""atlantic beach", florida," usa"";NULL"
"44630;""hanoi", lazio," vietnam"";""24"""
"44634;""ryde", england," united kingdom"";""37"""
"44638;""camberley", surrey," united kingdom"";""45"""
"44642;""palmer", alaska," usa"";""23"""
"44646;""elemendorf afb", alaska," usa"";NULL"
"44650;""belfast", northern ireland," ireland"";NULL"
"44654;""cathy", california," usa"";NULL"
"44658;""wellington", wellington," new zealand"";""25"""
"44662;""manchester", england," united kingdom"";""28"""
"44666;""belmont", victoria," australia"";""23"""
"44670;""detroit", michigan," usa"";NULL"
"44674;""phoenix", arizona," usa"";NULL"
"44678;""park ridge", illinois," usa"";NULL"
"44682;""shanghai", shanghai," china"";""28"""
"44686;""lexington", kentucky," usa"";""14"""
"44690;""bettendorf", iowa," usa"";NULL"
"44694;""gent", oost-vlaanderen," belgium"";""18"""
"44698;""washington", pennsylvania," usa"";NULL"
"44702;""miami", ,";16"""
"44706;""sheboygan", wisconsin," usa"";NULL"
"44710;""china", maine," usa"";NULL"
"44714;""kitchener", ontario," canada"";NULL"
"44718;""hillsboro", oregon," usa"";""30"""
"44722;""leander", texas," usa"";""43"""
"44726;""hannover", niedersachsen," germany"";""30"""
"44730;""massapequa", new york," usa"";NULL"
"44734;""brisbane", queensland," australia"";""35"""
"44738;""langley", british columbia," canada"";NULL"
"44742;""carrsville", virginia," usa"";""46"""
"44746;""valladolid", castilla y león," spain"";""27"""
"44750;""manasquan", new jersey," usa"";""41"""
"44754;""hamburg", hamburg," germany"";""23"""
"44758;""london", london," united kingdom"";NULL"
"44762;""richmond", british columbia," canada"";NULL"
"44766;""louisville", kentucky," usa"";NULL"
"44770;""duluth", georgia," usa"";""31"""
"44774;""kansas city", kansas," usa"";""42"""
"44778;""winchester", massachusetts," usa"";""1"""
"44782;""chesapeake", virginia," usa"";""39"""
"44786;""seattle", washington," usa"";""35"""
"44790;""lavergne", tennessee," usa"";NULL"
"44794;""spanish fork", utah," usa"";""26"""
"44798;""baker", louisiana," usa"";""26"""
"44802;""el cajon", california," usa"";NULL"
"44806;""hagnau", baden-wuerttemberg," germany"";NULL"
"44810;""ramona", california," usa"";""57"""
"44814;""hohenhameln", n/a," germany"";NULL"
"44818;""barcelona", catalunya," spain"";""20"""
"44822;""el paso", texas," usa"";NULL"
"44826;""jacksonville", florida," usa"";""43"""
"44830;""fife", scotland," united kingdom"";""14"""
"44834;""widnes", cheshire," united kingdom"";""23"""
"44838;""hillsboro", oregon," usa"";""21"""
"44842;""north wales", ,";NULL
44843"";""lapeer", michigan," usa"";NULL"
"44847;""grantham", new hampshire," usa"";""37"""
"44851;""stamford", connecticut," usa"";""63"""
"44855;""padova", veneto," italy"";""25"""
"44859;""muscat", muscat," oman"";NULL"
"44863;""sydney", new south wales," australia"";""57"""
"44867;""baltimore", maryland," usa"";NULL"
"44871;""omaha", nebraska," usa"";NULL"
"44875;""morgan hill", california," usa"";NULL"
"44879;""arcata", california," usa"";""26"""
"44883;""wellington", n/a," new zealand"";""27"""
"44887;""north shore.auckland", na," new zealand"";""38"""
"44891;""charlotte", north carolina," usa"";NULL"
"44895;""amsterdam", wisconsin," netherlands"";""58"""
"44899;""london", england," united kingdom"";NULL"
"44903;""ft. worth", texas," usa"";""33"""
"44907;""orlando", florida," usa"";NULL"
"44911;""anchorage", alaska," usa"";NULL"
"44915;""arnold", maryland," usa"";NULL"
"44919;""london", england," united kingdom"";""41"""
"44923;""wales", wisconsin," usa"";NULL"
"44927;""pittsburgh", pennsylvania," usa"";""35"""
"44931;""waterdown", ontario," canada"";NULL"
"44935;""chelsfield", kent, england," united kingdom"";NULL"
"44939;""norfolk", virginia," usa"";""46"""
"44943;""valencia", valencia," spain"";""32"""
"44947;""saint petersburg", florida," usa"";""36"""
"44951;""cambridge", england," united kingdom"";""35"""
"44955;""alicante", alicante," spain"";""44"""
"44959;""alexandria", alabama," usa"";""39"""
"44963;""sand springs", oklahoma," usa"";NULL"
"44967;""chicago", illinois," usa"";""38"""
"44971;""nacogdoches", texas," usa"";""19"""
"44975;""alcobendas", madrid," spain"";""25"""
"44979;""tucson", arizona," usa"";NULL"
"44983;""salamanca", n/a," spain"";""32"""
"44987;""québec", quebec," canada"";""24"""
"44991;""pittsburgh", pennsylvania," usa"";NULL"
"44995;""shangqiu", henan," china"";NULL"
"44999;""nicosia", northern territory," cyprus"";""15"""
"45003;""qingdao", ,";NULL
45004"";""murcia", murcia," spain"";""33"""
"45009;""vila nova de gaia", n/a," portugal"";NULL"
"45013;""london", england," united kingdom"";NULL"
"45017;""½òñôêð", ¹ã¶«ê¡," china"";""20"""
"45021;""asti", asti," italy"";""25"""
"45025;""huntsville", alabama," usa"";NULL"
"45029;""wichita", kansas," usa"";NULL"
"45033;""charleston", ,";41"""
"45037;""las vegas", nevada," usa"";""54"""
"45041;""fresno", california," usa"";NULL"
"45045;""adelaide", south australia," australia"";""15"""
"45049;""hales corners", wisconsin," usa"";""20"""
"45053;""seattle", washington," usa"";""59"""
"45057;""tweed", ontario," canada"";""60"""
"45061;""northfield", illinois," usa"";""52"""
"45065;""fort frances", ontario," canada"";NULL"
"45069;""perth", western australia," australia"";""34"""
